01_Opening.wmbt
Movie_Opening_01_Announcer	很久很久以前……
Movie_Opening_02_Announcer	{[0106|CD03]}神明大人将两块石头{[0105|1D00CD09]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n赐予了人们
Movie_Opening_03_Announcer	{[0106|CD03]}据说只要手持那两块石头起舞{[0105|3300CD0B]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n就能够镇压灾厄……
Movie_Opening_04_ADNaration	{[0106|CD03]}贝利尤易斯岛有着悠久的历史{[0105|1F00CD06]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n以及丰富的自然资源
Movie_Opening_05_ADNaration	{[0106|CD03]}是一个能够乐享各种活动的{[0105|CE00CD0A]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n梦幻般的度假胜地
Movie_Opening_06_ADNaration	{[0106|CD03]}来吃大蒜汉堡{[0105|1300CD08]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n赢得前往那里的旅行券吧！
Movie_Opening_08_Wario	“嗯？”
Movie_Opening_09_Wario	“哟！看起来很好吃的样子啊！”
Movie_Opening_10_Wario	{[0106|CD03]}“我要大蒜汉堡”{[0105|4000CD06]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n“给我来50个！”
Movie_Opening_11_Crew	“好的”
Movie_Opening_12_Crew	“那么请抽50次签吧！”
Movie_Opening_14_Wario	“好了！”
Movie_Opening_15_Crew	“贝利尤易斯岛团体旅行券”
Movie_Opening_16_Crew	“恭喜您中大奖了！！”
Movie_Opening_17_Crew	{[0106|CD03]}“凭此券可带二十名左右的客人”{[0105|1D00CD09]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n“一同参加旅行！”
Movie_Opening_18_Wario	“那么多人？”
Movie_Opening_19_Mona	{[0106|CD03]}{[0105|8400CD03]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n“事情我们已经听说了”
Movie_Opening_20_Jimmy	“当然我们也要……”
Movie_Opening_22_Ninevolt	“大家一起去！”
Movie_Opening_23_Wario	“好吧，我明白了！”
Movie_Opening_24_Wario	“那就开始吧，我们瓦力欧公司的员工旅游！”
Movie_Opening_25_Wario	“在这个南国度假胜地好好享受一番吧！”
02_Wario.wmbt
Movie_Wario_Title_Wario	与架势石的邂逅
Movie_Wario_Prologue_01_Mona	“到啦！”
Movie_Wario_Prologue_02_Wario	“本大爷是第一个到的！”
Movie_Wario_Prologue_03_Guide	“欢迎来到贝利尤易斯岛！”
Movie_Wario_Prologue_04_Guide	“请收下本岛流传至今的宝石！”
Movie_Wario_Prologue_05_Wario	“宝、宝石！？”
Movie_Wario_Prologue_06_Guide	“其名为‘架势石’”
Movie_Wario_Prologue_07_Guide	{[0106|CD03]}“拿在手上跳舞的话”{[0105|5700CD05]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n“你就能变得幸运起来！”
Movie_Wario_Prologue_09_Wario	“这不就是块石头吗！”
Movie_Wario_Prologue_11_Bird	“喳——！！”
Movie_Wario_Prologue_12_Girl	“呀！”
