01_Opening.wmbt
Movie_Opening_01_Announcer	很久很久以前……
Movie_Opening_02_Announcer	{[0106|CD03]}神明大人將兩塊石頭{[0105|1D00CD09]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n賜給了人們
Movie_Opening_03_Announcer	{[0106|CD03]}傳說只要手持那兩塊石頭跳舞{[0105|3300CD0B]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n就能夠消災解厄……
Movie_Opening_04_ADNaration	{[0106|CD03]}這裡是有著悠久歷史{[0105|1F00CD06]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n並被自然風光所環繞的貝利尤易斯島
Movie_Opening_05_ADNaration	{[0106|CD03]}是一座能夠享受各種娛樂活動的{[0105|CE00CD0A]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n夢幻度假勝地
Movie_Opening_06_ADNaration	{[0106|CD03]}來吃大蒜漢堡{[0105|1300CD08]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n抽旅行券吧！
Movie_Opening_08_Wario	「嗯？」
Movie_Opening_09_Wario	「哦——！看起來真好吃！」
Movie_Opening_10_Wario	{[0106|CD03]}「我要大蒜漢堡」{[0105|4000CD06]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n「給我５０個！」
Movie_Opening_11_Crew	「好的」
Movie_Opening_12_Crew	「那請抽５０次籤吧！」
Movie_Opening_14_Wario	「很好～！」
Movie_Opening_15_Crew	「貝利尤易斯島團體旅遊券」
Movie_Opening_16_Crew	「恭喜您中大獎了！！」
Movie_Opening_17_Crew	{[0106|CD03]}「您可憑此券邀請二十位左右的客人」{[0105|1D00CD09]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n「一同參加旅行！」
Movie_Opening_18_Wario	「這麼多！」
Movie_Opening_19_Mona	{[0106|CD03]}{[0105|8400CD03]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n「我們都聽到了」
Movie_Opening_20_Jimmy	「我們當然也要……」
Movie_Opening_22_Ninevolt	「大家一起去吧！」
Movie_Opening_23_Wario	「好吧，我知道了！」
Movie_Opening_24_Wario	「瓦利歐公司要舉辦員工旅遊了！」
Movie_Opening_25_Wario	「去南國度假勝地好好享受吧！」
02_Wario.wmbt
Movie_Wario_Title_Wario	與架勢石的邂逅
Movie_Wario_Prologue_01_Mona	「到了～！」
Movie_Wario_Prologue_02_Wario	「本大爺是第一名！」
Movie_Wario_Prologue_03_Guide	「歡迎來到貝利尤易斯島！」
Movie_Wario_Prologue_04_Guide	「請收下島上流傳至今的寶石！」
Movie_Wario_Prologue_05_Wario	「寶、寶石！？」
Movie_Wario_Prologue_06_Guide	「這叫做架勢石」
Movie_Wario_Prologue_07_Guide	{[0106|CD03]}「只要拿在手上跳舞」{[0105|5700CD05]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n「你就能變得幸運！」
Movie_Wario_Prologue_09_Wario	「這只是普通的石頭啊！」
Movie_Wario_Prologue_11_Bird	「吱喳——！！」
Movie_Wario_Prologue_12_Girl	「呀！」
Movie_Wario_Prologue_13_Elephant	「啵喔喔喔喔」
Movie_Wario_Prologue_15_Wario	「唔哇啊啊啊」
Movie_Wario_Prologue_17_Wario	「唔～」
Movie_Wario_Prologue_18_Wario	「好痛」\r\n
Movie_Wario_Prologue_19_Bird	「吱喳！吱喳！」
Movie_Wario_Prologue_20_Wario	「這是哪裡……？」
Movie_Wario_Prologue_21_ForestDwellerA	「敢接近神廟之人……」
Movie_Wario_Prologue_22_ForestDwellerB	「絕不能原諒……」
Movie_Wario_Prologue_24_ForestDwellerA	「滾　出　去……！！」
Movie_Wario_Prologue_25_Wario	「哇啊——！！？」
Movie_Wario_Epilogue_05_Wario	「真幸運！」
Movie_Wario_Epilogue_06_Wario	「這石頭還挺不賴的嘛！」
Movie_Wario_Epilogue_07_Wario	「哇哈哈哈哈！」
03_Mona.wmbt
Movie_Mona_Title_Mona	好想看看人魚！
Movie_Mona_Prologue_02_Mona	「海豚……鬼蝠魟……」
Movie_Mona_Prologue_03_Mona	「居、居然還有人魚！？」
Movie_Mona_Prologue_04_Mona	「喂，是喬店長嗎！？」
Movie_Mona_Prologue_05_Joe	「莫娜，請做好準備喔」
Movie_Mona_Prologue_06_Mona	「我出發啦！」
Movie_Mona_Epilogue_03_Mona	「不好了！」
Movie_Mona_Epilogue_04_Mona	「露露，你沒事吧！？」
04_Ashley.wmbt
Movie_Ashley_Title_Ashley	小心可疑的果實
Movie_Ashley_Prologue_00_Spot	頑莎海灘
Movie_Ashley_Prologue_01_Red	「嗯？」
Movie_Ashley_Prologue_03_Red	「好吃！真好吃！」
Movie_Ashley_Prologue_04_Red	{size[004B]}「艾希莉～～！」{size[0064]}
Movie_Ashley_Prologue_05_Red	「這裡！我在這裡！」
Movie_Ashley_Prologue_06_Red	「快把我變回去！」
Movie_Ashley_Prologue_07_Ashley	「……我知道了」
Movie_Ashley_Prologue_08_Ashley	
Movie_Ashley_Prologue_10_Ashley	
Movie_Ashley_Prologue_13_Red	「認真一點啦！」
Movie_Ashley_Prologue_16_Ashley	
Movie_Ashley_Prologue_17_Ashley	「小紅魔……把這個吃下去」
Movie_Ashley_Prologue_18_Red	「好……好吧」
Movie_Ashley_Epilogue_01_Red	「有效果了，有效果了！」
Movie_Ashley_Epilogue_02_Red	「太好了，完全復原啦！」
Movie_Ashley_Epilogue_03_Red	「嗚！？」
Movie_Ashley_Epilogue_07_Red	「嗚哇啊啊啊！！」
Movie_Ashley_Epilogue_08_Red	「這是怎麼回事啊！」
05_Crygor.wmbt
Movie_Crygor_Title_Crygor	查明壁畫之謎！
Movie_Crygor_Prologue_00_Spot	菲常‧南紋遺跡
Movie_Crygor_Prologue_01_Penny	「聽說這些是原始人畫的」
Movie_Crygor_Prologue_04_Crygor	{[0106|CD03]}「這種時候」{[0105|DC00CD05]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n「就該使用我發明的……」
Movie_Crygor_Prologue_05_Crygor	「攜帶型時光機５號！」
Movie_Crygor_Prologue_07_Crygor	「回到這幅壁畫誕生的時代吧！」
Movie_Crygor_Prologue_08_Penny	「不愧是爺爺！」
Movie_Crygor_Prologue_09_Mike	「哦？」
Movie_Crygor_Prologue_10_Penny	「我第一次見到這種生物！」
Movie_Crygor_Prologue_11_PrimitiveMan	「我已經看膩了……」
Movie_Crygor_Prologue_12_PrimitiveMan	「也什麼都畫膩了……」
Movie_Crygor_Prologue_13_PrimitiveMan	「靈……」
Movie_Crygor_Prologue_14_PrimitiveMan	「靈感來啦——！！！」
Movie_Crygor_Prologue_15_PrimitiveMan	「站在那裡不要動！」
Movie_Crygor_Prologue_16_PrimitiveMan	「姿勢要這樣擺！」
Movie_Crygor_Prologue_17_PrimitiveMan	「啊啊」
Movie_Crygor_Prologue_18_PrimitiveMan	「真是充滿未來感的身姿……！！」
Movie_Crygor_Epilogue_02_PrimitiveMan	「嗚喔喔喔喔喔！！」
Movie_Crygor_Epilogue_03_Penny	「哇～」
Movie_Crygor_Epilogue_04_Wario	「嗯……？」
06_Orbulon.wmbt
Movie_Orbulon_Title_Orbulon	前往記憶的彼端
Movie_Orbulon_Prologue_01_Orbulon	「水果真好吃」
Movie_Orbulon_Prologue_09_Orbulon	「嗚啊啊啊啊！」
Movie_Orbulon_Prologue_10_Orbulon	「咦」
Movie_Orbulon_Prologue_11_Orbulon	「呀啊啊啊啊」
Movie_Orbulon_Prologue_12_Orbulon	{[0106|CD03]}「這裡是哪裡……」{[0105|2900CD07]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n「我是誰？」
Movie_Orbulon_Prologue_13_Orbulon	「原來我是神明大人啊！」
Movie_Orbulon_Epilogue_04_Orbulon	「對不起，我沒有好好重視……」
Movie_Orbulon_Epilogue_05_Orbulon	{[0106|CD03]}「這裡是哪裡……」{[0105|2900CD07]}{[0104]}{[0106|CD04]}{[0106|CD05]}\r\n「我是誰？」
07_Remix1.wmbt
Movie_Remix1_Title_Lulu	緊張刺激的急流之旅
Movie_Remix1_Prologue_06_Mona	「咦——！！」
Movie_Remix1_Prologue_08_Penny	「不好了！」
Movie_Remix1_Prologue_09_Red	「前方是瀑布啊！」
Movie_Remix1_Prologue_10_Mona	「嗚哇——！！」
Movie_Remix1_Prologue_13_Mona	「這、這是……」
Movie_Remix1_Prologue_14_Mona	「是觀光巴士！」
Movie_Remix1_Prologue_15_Mona	「耶——！！！」
Movie_Remix1_Epilogue_00_Spot	初代 貝利尤易斯王
08_Cricket.wmbt
Movie_Cricket_Title_Cricket	對決！次古海角
Movie_Cricket_Prologue_00_Spot	次古海角
Movie_Cricket_Prologue_02_Cricket	「喝！！」
Movie_Cricket_Prologue_04_Cricket	「師父！」
Movie_Cricket_Prologue_05_Cricket	「您覺得如何呢？」
Movie_Cricket_Prologue_06_Mantis	「先稍等片刻！」
Movie_Cricket_Prologue_07_Cricket	「是！」
Movie_Cricket_Prologue_09_Cricket	「發生什麼事了！？」
Movie_Cricket_Prologue_10_Mantis	「唔……」
Movie_Cricket_Prologue_12_Penguin	「居然能躲開剛才的攻擊！」
Movie_Cricket_Prologue_14_Penguin	「來一決勝負吧！」
Movie_Cricket_Prologue_15_Cricket	「正合我意！」
Movie_Cricket_Epilogue_01_Penguin	「真、真了不起……」
Movie_Cricket_Epilogue_03_KungfuGirl	「你果然很厲害」
Movie_Cricket_Epilogue_04_KungfuGirl	「居然能贏過我這個師姐！」
Movie_Cricket_Epilogue_07_KungfuGirl	「但我也不能一直輸給你」
