berries_info
DP_Berries_Info_NUTSNAME_000	鮮紅的果實相當勁辣，\n還帶著一點刺激。\n開出的花朵相當討喜。
DP_Berries_Info_NUTSNAME_001	零餘果從外皮到\n果肉都又硬又澀。\n不過，全都可以食用。
DP_Berries_Info_NUTSNAME_002	樹果的內部有空洞，\n可食用的部分很少，\n不過非常香甜可口。
DP_Berries_Info_NUTSNAME_003	在同種樹果之中，\n葉片較長且捲曲者\n有比較重的苦味。
DP_Berries_Info_NUTSNAME_004	在堅硬的外皮下\n有著多汁的果肉。\n帶勁的酸味是其特色。
DP_Berries_Info_NUTSNAME_005	跟櫻子果之類的樹果相比，\n生長速度較為緩慢。\n越小的果實風味越佳。
DP_Berries_Info_NUTSNAME_006	將大自然的恩惠合而為一，\n在口中迸發各種滋味。\n擁有奇妙的好味道。
DP_Berries_Info_NUTSNAME_007	這種樹果吸收越多\n來自太陽的能量，\n會成長得越鮮豔。
DP_Berries_Info_NUTSNAME_008	這種樹果會在內部蓄積\n對寶可夢的身體有益的成分，\n所以需要長時間熟成。
DP_Berries_Info_NUTSNAME_009	原本跟橙橙果為同一種類，\n之後才區分出來。\n它比橙橙果大，味道也更柔順。
DP_Berries_Info_NUTSNAME_010	果實的外型如同\n被咬過的圓形樹果。\n裡面富含辛辣的成分。
DP_Berries_Info_NUTSNAME_011	據說外表會生成突起物，\n是為了讓寶可夢好拿取，\n藉以擴展繁殖範圍。
DP_Berries_Info_NUTSNAME_012	在生長過程中，\n形狀會越來越捲曲。\n越捲曲的果實越甜。
DP_Berries_Info_NUTSNAME_013	這種樹果的花朵嬌小，\n不太吸收太陽光。\n靠近果蒂的部分有苦味。
DP_Berries_Info_NUTSNAME_014	這種樹果又大又酸。\n富含水分的果肉\n使它的酸味更加突出。
DP_Berries_Info_NUTSNAME_015	外層的紅色顆粒\n帶有一點辣味，\n中間的部分則有澀味。
DP_Berries_Info_NUTSNAME_016	一旦咬下包覆著\n柔軟外皮的藍色小顆粒，\n嘴巴內將被染成黑色。
DP_Berries_Info_NUTSNAME_017	果實的味道甜中帶苦，\n是世界上發現的\n第７種樹果。
DP_Berries_Info_NUTSNAME_018	果實帶有苦味和酸味，\n似乎有助於腸胃消化。\n會開出美麗的白色花朵。
