berries_info
DP_Berries_Info_NUTSNAME_000	鲜红色的果实非常辛辣，\n稍带着一些刺激的味道。\n绽开的花朵十分惹人喜爱。
DP_Berries_Info_NUTSNAME_001	零余果的外皮\n和果肉都又硬又涩。\n不过，全都可以食用。
DP_Berries_Info_NUTSNAME_002	树果的内部有空洞，\n因此可食用的部分很少，\n不过非常香甜可口。
DP_Berries_Info_NUTSNAME_003	在同种树果之中，\n树叶较长且卷曲着的，\n会有比较重的苦味。
DP_Berries_Info_NUTSNAME_004	外皮坚硬，果肉多汁。\n带劲的酸味是其特色。
DP_Berries_Info_NUTSNAME_005	跟樱子果之类的树果相比，\n生长速度较为缓慢。\n越小的果实口味越佳。
DP_Berries_Info_NUTSNAME_006	将大自然的恩惠融为一体，\n在口中迸发出各种\n奇妙的好滋味。
DP_Berries_Info_NUTSNAME_007	这种树果吸收越多\n来自太阳的能量，\n会成长得越为鲜艳。
DP_Berries_Info_NUTSNAME_008	这种树果会在自身内部\n储存对宝可梦身体有益的成分，\n因此需要长时间来成熟。
DP_Berries_Info_NUTSNAME_009	原本跟橙橙果属于同一种类，\n之后才被区分出来。\n它比橙橙果大，味道也更柔和。
DP_Berries_Info_NUTSNAME_010	外观如同被咬过的圆形果实，\n内部富含辛辣的成分。
DP_Berries_Info_NUTSNAME_011	据说外层有凸起的颗粒，\n是为了方便宝可梦携带，\n以此来扩展繁殖范围。
DP_Berries_Info_NUTSNAME_012	这种树果的形状\n会随着生长越来越卷曲。\n越卷曲的果实味道越甜。
DP_Berries_Info_NUTSNAME_013	这种树果花朵娇小，\n不太吸收阳光。\n靠近果蒂的部分含有苦味。
DP_Berries_Info_NUTSNAME_014	这种树果又大又酸。\n果肉富含的水分\n更加突出了它的酸味。
DP_Berries_Info_NUTSNAME_015	外层的红色颗粒\n含有一点辣味，\n中间的部分则有涩味。
DP_Berries_Info_NUTSNAME_016	一旦咬下被柔软外皮\n包裹着的蓝色小颗粒，\n嘴巴内部将被染成黑色。
DP_Berries_Info_NUTSNAME_017	这种果实甜中带苦，\n是世界上被发现的\n第７种树果。
DP_Berries_Info_NUTSNAME_018	这种果实又苦又酸，\n似乎有助于肠胃消化。\n会开出美丽的白色花朵。
DP_Berries_Info_NUTSNAME_019	剥下带着酸味的外皮后，\n将里边有辣味的果肉磨成泥，\n据说也可以做成药材。
DP_Berries_Info_NUTSNAME_020	一剥开厚厚的果皮，\n就有大量的果肉从中迸出。\n稍微的甜辣滋味，是属于大人的味道。
DP_Berries_Info_NUTSNAME_021	这种树果可以直接食用。\n但如果用水煮干，\n其精华可为料理增添一味。
DP_Berries_Info_NUTSNAME_022	即使是在长期下雨\n且湿气很重的土地上，\n这种树果也能茁壮成长。
DP_Berries_Info_NUTSNAME_023	这种树果较为稀有，\n且带有高级感，\n作为赠礼会让对方高兴。
DP_Berries_Info_NUTSNAME_024	果肉相当柔软，\n大口咬下，酸味和甜味\n立刻扩散至整个口中。
